rating,date,variation,verified_reviews,feedback,p_verified_reviews
2,2018-07-30,Black  Show,No you tube wouldn't have bought it if I known that,0,tube would n't bought known
5,2018-07-30,Black  Show,This is our second echo show.  We have a home in Mexico and one in the USA.  Now when one of us is in the other home we can easily stay in touch and see each other.  We can also drop in on the houses when we aren’t there to check on them.  We use it to turn on and off the lights and security systems in both homes.  We also have echo dots in various rooms.  We love all this technology!  We ask her many questions and she plays music for us.,1,second echo show home mexico one usa one us home easily stay touch see also drop houses check use turn lights security systems homes also echo dots various rooms love technology ask many questions plays music us
4,2018-07-30,White  Show,Needs to play YouTube and prime video and maybe Netflix. But it has good sound,1,needs play youtube prime video maybe netflix good sound
5,2018-07-30,Black  Show,We love our Echo Show!,1,love echo show
5,2018-07-30,Black  Show,Great product,1,great product
5,2018-07-30,Black  Show,"I love this device. I upgraded from the Echo Spot. I just wish I could customize the clock on my screen to analog, to mimic what I was used to in the echo spot. Also, there is better sound quality on this device.",1,love device upgraded echo spot wish could customize clock screen analog mimic used echo spot also better sound quality device
5,2018-07-30,Black  Show,"Love this thing.. Best toy I've bought myself in awhile.. So far I have a smart plug connected running my Ac.  And the wifi light bulbs.  Baseball scores, weather are  cool but the music is the best feature.",1,love thing best toy 've bought awhile far smart plug connected running ac wifi light bulbs baseball scores weather cool music best feature
5,2018-07-30,White  Show,"This thing is a lot cooler than I thought it would be.  I mostly have used it to read me audiobooks, but I also love that I can see into the camera while I'm at work.",1,thing lot cooler thought would mostly used read audiobooks also love see camera 'm work
5,2018-07-30,Black  Show,"I’m really enjoying this product. Love the flash briefing, the timers, the weather reports and more.",1,really enjoying product love flash briefing timers weather reports
4,2018-07-30,Black  Show,We love the Show.  It loses the connection every now and then but not sure if that is an Show issue or our internet issue.  But overall we use it for many applications.,1,love show loses connection every sure show issue internet issue overall use many applications
5,2018-07-30,Black  Show,Works well with optional cameras.  Conferencing is good.  Still feel like Bezos is spying on me.,1,works well optional cameras conferencing good still feel like bezos spying
5,2018-07-30,Black  Show,I can connect my smart lights and my phone. And any other smart device. It's just so convenient that I highly reccomend it to anyone who have the disposable income.,1,connect smart lights phone smart device 's convenient highly reccomend anyone disposable income
5,2018-07-30,Black  Show,"Love, love, LOVE!!!",1,love love love
5,2018-07-30,Black  Show,Love all my Echo products. I like the video phone feature on this. Can check in on our cat when on vacation.,1,love echo products like video phone feature check cat vacation
5,2018-07-30,Black  Show,"Works exactly how you would expect, right out of the box. I love being able to not only hear, but now see, what I need on this device. I loved my regular echo, but the Show is just so much better!  It works wonderfully for music (especially paired with the Amazon music account) and is perfect with my ring doorbell. Love it!",1,works exactly would expect right box love able hear see need device loved regular echo show much better works wonderfully music especially paired amazon music account perfect ring doorbell love
5,2018-07-30,Black  Show,I absolutely LOVE this!!!  I have it in my kitchen so I can use it for cooking. The speakers are amazing!!!,1,absolutely love kitchen use cooking speakers amazing
5,2018-07-30,Black  Show,I've only had this a week but so far so good.  We are enjoying it.,1,'ve week far good enjoying
4,2018-07-30,White  Show,"Love the product idea. Super easy to set up & get started, a breeze to do routine tasks (set alarms, timers, add items to shopping/to do lists, play music, get news, just about anything it's supposed to do). The sound is good where Imhave it sitting, not tinny at all as some have found. There is one thing I HATE & it would keep me from recommending it to anyone - you cannot delete from the nice screen the continually running suggestions of what to ask Alexa. Unless you have her turn off the screen totally which I do when I go to bed. And it's too bad bc it's like a continuously running advertisement or set-up guide. Not attractive. The echo show was on sale prior to Prime day for less than the Echo, so I figured I was getting a great deal for my money when trying to decide which device to start out with. Because of the ever present script it's not a nice device to look at, I would not buy it again, or recommend - go with the Echo. I may still exchange the product.",1,love product idea super easy set get started breeze routine tasks set alarms timers add items shopping lists play music get news anything 's supposed sound good imhave sitting tinny found one thing hate would keep recommending anyone delete nice screen continually running suggestions ask alexa unless turn screen totally go bed 's bad bc 's like continuously running advertisement set guide attractive echo show sale prior prime day less echo figured getting great deal money trying decide device start ever present script 's nice device look would buy recommend go echo may still exchange product
4,2018-07-30,White  Show,Very excited to see what it can do,1,excited see
4,2018-07-30,Black  Show,"This is great for music, video calling, kitchen timers, and probably a bunch more. The only reason I gave it 4 instead of 5 stars is because of the ever-floating ""things to try"" on the home screen. This is purely an aesthetic complaint, but hopefully soon Amazon allows the option to shut it off.",1,great music video calling kitchen timers probably bunch reason gave instead stars ever floating things try home screen purely aesthetic complaint hopefully soon amazon allows option shut
4,2018-07-30,White  Show,"I love the idea is the star trek computer at home. The skills are great, but the natural language work is mediocre.",1,love idea star trek computer home skills great natural language work mediocre
5,2018-07-30,White  Show,"Got this as a gift... so cool!  I can view my news, recipes or shopping lists.  And much more!!!",1,got gift cool view news recipes shopping lists much
5,2018-07-30,Black  Show,"I do love it. Was easy to set up so far, but I wish it has a little more in the set up instructions. There is still a whole lot more I would like to be able to do with it and I have no idea if I can or not with it. But I really do like it.",1,love easy set far wish little set instructions still whole lot would like able idea really like
5,2018-07-30,Black  Show,This is my second one. I have one in the kitchen and wanted another in my home office.It is amazing for a quick look up while I am working. I live a very busy life and it helps keep me on track with work and personal appointments.I will buy for holiday gifts for my whole family. The gift of organization and information at a voice command away.,1,second one one kitchen wanted another home office amazing quick look working live busy life helps keep track work personal appointments buy holiday gifts whole family gift organization information voice command away
1,2018-07-30,White  Show,"Don't waste your money.  I own an echo gen 1, and echo gen 2 and a dot. They all do a far better job of voice recognition that the Echo Show.  In fact, it is so bad that it is virtually useless.  Also, the speaker is incredibly bass heavy....so much so that it is hard to understand voices.  I've worked to adjust the bass and punch the mids and treble, but it still sounds awful.  Finally, the screen just doesn't add much.  I can't see if from across the room, it rarely activates in any meaningful way, and when it doesn't, it is more of a distraction than a help.(Using FaceTime is so much more practicalthan using the Show.) I'm surprised Amazon didn't make this a little more useful than it is.  Perhaps in the future, but for now, it is a waste of time and money.",0,n't waste money echo gen echo gen dot far better job voice recognition echo show fact bad virtually useless also speaker incredibly bass heavy much hard understand voices 've worked adjust bass punch mids treble still sounds awful finally screen n't add much ca n't see across room rarely activates meaningful way n't distraction help using facetime much practicalthan using show 'm surprised amazon n't make little useful perhaps future waste time money
5,2018-07-30,Black  Show,I love it. It does everything.,1,love everything
2,2018-07-30,Black  Show,Thought it would be more powerful and have a lot more functionality. Not much better than the Echo dot. Not worth the money.,0,thought would powerful lot functionality much better echo dot worth money
5,2018-07-30,Black  Show,"I purchased echo about 2 weeks ago , I love this product, I would definitely recommend",1,purchased echo weeks ago love product would definitely recommend
5,2018-07-30,Black  Show,"I'm loving my new Echo Show. The video screen adds so much more value and potential. Movies, tv shows, song lyrics, all extra features that are available with the Echo Show. Oh, it also has a built in camera for taking pics.",1,'m loving new echo show video screen adds much value potential movies tv shows song lyrics extra features available echo show oh also built camera taking pics
5,2018-07-30,Black  Show,"My wife has been using Skype for years to talk to her parents daily, with constant technical issues.  Since her father is 88, it's a lot to ask the man to uninstall/reinstall/reconfigure Skype, but he does.  When I saw these on sale, I jumped on them.  My wife was resistant to &#34;learn a new technology&#34;, but I told her these just work - like the video phones I saw at the New York World's Fair in 1964 - 54 years ago!Yesterday it set up quickly and worked fine, with no issues.  My wife told her co-worker today and she went out and bought 3 - one for herself and her husband, and one for each set of parents.  It just works, like a telephone - imagine that.",1,wife using skype years talk parents daily constant technical issues since father 's lot ask man uninstall reinstall reconfigure skype saw sale jumped wife resistant learn new technology told work like video phones saw new york world 's fair years ago yesterday set quickly worked fine issues wife told co worker today went bought one husband one set parents works like telephone imagine
5,2018-07-30,White  Show,Bluetooth sound is great. Videos are crazy. It’s an amazing device.,1,bluetooth sound great videos crazy amazing device
5,2018-07-30,Black  Show,"Great item for knowledge, directions, music,laughter and more",1,great item knowledge directions music laughter
4,2018-07-30,Black  Show,very nice-needs some work,1,nice needs work
5,2018-07-30,Black  Show,Very cool!,1,cool
5,2018-07-30,Black  Show,Enjoy using it.  Great sound.  Love the shopping list,1,enjoy using great sound love shopping list
3,2018-07-30,Black  Show,"The Echo Show is ok, however the constant suggestions about what to ask Alexa are sooooo annoying and there is no way to eliminate it. Also, I thought I could have the weather for an area displayed continuously,  but I have to talk to Alexa, which I don't want to do in the middle of the night. Had I payed full price it would have been returned. There are other features that are nice, but I may never use them.",1,echo show ok however constant suggestions ask alexa sooooo annoying way eliminate also thought could weather area displayed continuously talk alexa n't want middle night payed full price would returned features nice may never use
5,2018-07-30,Black  Show,We held off purchasing an Echo but couldn't resist during Prime Days.  The Echo works great and it's nice to have the screen.  There is still a lot more we need to learn how to do.,1,held purchasing echo could n't resist prime days echo works great 's nice screen still lot need learn
5,2018-07-30,White  Show,"Love it very much, still learning everything that my Echo can do, but am really enjoying the whole process.",1,love much still learning everything echo really enjoying whole process
5,2018-07-30,White  Show,Love it!! Still learning all the possibilities.,1,love still learning possibilities
5,2018-07-30,Black  Show,I love the echo show awesome speakers I love the fact when you listen to music the words come up all around liking it so far. Also being able to read what's on your shopping list to do list and notifications,1,love echo show awesome speakers love fact listen music words come around liking far also able read 's shopping list list notifications
5,2018-07-30,Black  Show,Nice works great,1,nice works great
5,2018-07-30,Black  Show,Easy to set up and sooooooo many things it can do.  Just awesome!,1,easy set sooooooo many things awesome
5,2018-07-30,Black  Show,Met every expectation I had,1,met every expectation
5,2018-07-30,Black  Show,I like it,1,like
4,2018-07-30,Black  Show,"Unit is working great, but it is a true PIA that products today are shipped without user manuals. Do manufacturers truly believe that user will magically know the full capabilities of each product purchased? I have no idea of the echo show's capabilities. I have it linked to my Hue lights, but have no idea what commands will work, and what won't. I purchased a Fire TV Stick along with the Show, but have no idea how to maximize the two. Just a few examples.I even purchased a text that other users have found to be helpful. Seems way too basic to me, but better than a kick in the pants.",1,unit working great true pia products today shipped without user manuals manufacturers truly believe user magically know full capabilities product purchased idea echo show 's capabilities linked hue lights idea commands work wo n't purchased fire tv stick along show idea maximize two examples even purchased text users found helpful seems way basic better kick pants
4,2018-07-30,Black  Show,It's a fun item to have.  Has a lot of udefulness.  Big negative is that it doesn't use Google (or any real search engine) to get answers or find information.,1,'s fun item lot udefulness big negative n't use google real search engine get answers find information
5,2018-07-30,Black  Show,I was pleasantly surprised! It’s awesome so far,1,pleasantly surprised awesome far
5,2018-07-30,Black  Show,"Alexa Show is amazing. My wife hated that I bought it, thought we didn't need it and after a day she fell in love with Alexa too lol. It is so convenient for setting timers, listening to music, playing music for the dog while im not home, connecting to bluetooth speakers for parties, playing movies. I love it!",1,alexa show amazing wife hated bought thought n't need day fell love alexa lol convenient setting timers listening music playing music dog im home connecting bluetooth speakers parties playing movies love
2,2018-07-30,White  Show,"Do not understand all the excitement over these alexa devices or the google ones either.  It rarely gets what I say correct, does not control the Dish receiver.  Yes I set it up correctly, using the alexa app on my phone.  We got this for 129,  which is a good deal, ti is definately not worth the 229 price though.  Maybe in another month it will get better, or either I have one that is just deaf and dumb.  Really can not recommend this item at the current time",0,understand excitement alexa devices google ones either rarely gets say correct control dish receiver yes set correctly using alexa app phone got good deal ti definately worth price though maybe another month get better either one deaf dumb really recommend item current time
5,2018-07-30,White  Show,"It makes talking with your grandchildren so easy, especially for the little ones.  Outstanding product!",1,makes talking grandchildren easy especially little ones outstanding product
5,2018-07-30,Black  Show,Great product.,1,great product
5,2018-07-30,Black  Show,I already had purchased the Echo and a couple of Dots and hesitated to purchase this until the price dropped.  I am very glad I did.  The versatility of the video screen is outstanding.  No regrets!,1,already purchased echo couple dots hesitated purchase price dropped glad versatility video screen outstanding regrets
5,2018-07-30,White  Show,"I purchased the ""Show "" to keep in touch with my daughter and her family after their recent move half way across the country.  It is wonderful seeing their faces during our conversations.",1,purchased show keep touch daughter family recent move half way across country wonderful seeing faces conversations
4,2018-07-30,Black  Show,"My difficulty is I dont have a cell phone,and now you cant download the alexa app on a Mac book air.  SO I am stuck, unable to program my echo show properly. In my opinion you should be able to tell the echo show what you need done. and the echo show does it. every time i ask for something I am referred back to the alexa app.on your mobile device, which I cannot access.To me this is not intelagence but dependence on other equipment to function.Every thing today is pushed to the phone,  because the phone has been made accessable,  to all those who wish  to gather information",1,difficulty dont cell phone cant download alexa app mac book air stuck unable program echo show properly opinion able tell echo show need done echo show every time ask something referred back alexa app mobile device access intelagence dependence equipment function every thing today pushed phone phone made accessable wish gather information
5,2018-07-30,Black  Show,Great in the kitchen.  I love to cook and it is fun to look up recipes.  Also great for listening to music and watching shows on Amazon Prime Video while I cook.  I subsequently bought an Echo Dot with the ihome clock docking station for the bedroom.  I created a group so I can play music on both of them at the same time.  I plan to add more speakers in the future.,1,great kitchen love cook fun look recipes also great listening music watching shows amazon prime video cook subsequently bought echo dot ihome clock docking station bedroom created group play music time plan add speakers future
5,2018-07-30,Black  Show,"Excellent quality, very good sound, great deal on Prime Day.",1,excellent quality good sound great deal prime day
4,2018-07-30,Black  Show,So far so good.  Neat to have a visual version of alexa's responses. Nice to see the lyrics of music you are listening to.  Flash briefings have good videos.  Speaker is much better than a dot but not the highest quality,1,far good neat visual version alexa 's responses nice see lyrics music listening flash briefings good videos speaker much better dot highest quality
5,2018-07-30,Black  Show,It’s fun,1,fun
5,2018-07-30,Black  Show,fun so far. learning to use her.,1,fun far learning use
5,2018-07-30,Black  Show,works great.. nice sound and picture,1,works great nice sound picture
5,2018-07-30,White  Show,"This product is even better than I imagined. I love the timer setting, it reminds me to put the clothes in the dryer if i ask it to, and i love shopping list feature.  My family enjoys the games too! It’s made my life a little more easy! Alexa is my personal assistant. :)",1,product even better imagined love timer setting reminds put clothes dryer ask love shopping list feature family enjoys games made life little easy alexa personal assistant
5,2018-07-30,Black  Show,I love it.,1,love
2,2018-07-30,White  Show,Very disappointed.  Alexa doesn’t hear me and doesn’t respond to my requests.,0,disappointed alexa hear respond requests
5,2018-07-30,Black  Show,Highly like my eco show.no complaints,1,highly like eco show complaints
5,2018-07-30,Black  Show,"love it! so glad we got it on Prime Day, although now having it, I would totally pay full price for it!",1,love glad got prime day although would totally pay full price
5,2018-07-30,Black  Show,"Great addition to the Alexa family.  Nice having the &#34;visual&#34; part of pics, recipes, etc.",1,great addition alexa family nice visual part pics recipes etc
5,2018-07-30,Black  Show,We love it!!  We use it every day and are finding new ways to use it the longer we have it!,1,love use every day finding new ways use longer
1,2018-07-30,Black  Show,I have been through 4 Shows now.  And ALL OF THEM HAVE BEEN BROKEN.  It has been anything from screens that lose lines of resolution to timers and reminders going off an hour late or reminders that trigger when trying to set other reminders.  I don't have these issues on my Dot or my Echo.  Just on the Show.  It would be nice if Amazon could get there act together and actually fix this thing.,0,shows broken anything screens lose lines resolution timers reminders going hour late reminders trigger trying set reminders n't issues dot echo show would nice amazon could get act together actually fix thing
5,2018-07-30,Black  Show,Easy set up,1,easy set
4,2018-07-30,Black  Show,"Pleased with the Echo, it is loud and can hear my voice and understand much better than previous versions.",1,pleased echo loud hear voice understand much better previous versions
5,2018-07-30,Black  Show,"Love it!  Great to request music and be able to see lyrics.  I had a dot, but this is so much better.",1,love great request music able see lyrics dot much better
4,2018-07-30,Black  Show,What we liked most was actually seeing the words to song. Least would be I guess I expected a little more from her than is currently available.,1,liked actually seeing words song least would guess expected little currently available
5,2018-07-30,White  Show,"I’m just learning about this product, but what I know I love !",1,learning product know love
5,2018-07-30,Black  Show,Easy to use!,1,easy use
5,2018-07-30,Black  Show,it does what it needs to.,1,needs
5,2018-07-30,White  Show,"I love this product.  I'm not very computer literate but everything is voice controlled.  I use this to keep in touch with my daughter, she lives out of town.  Now we just drop in on each other. It's like we are living net door to each other.",1,love product 'm computer literate everything voice controlled use keep touch daughter lives town drop 's like living net door
5,2018-07-30,Black  Show,I enjoy seeing lyrics on the screen for different Amazon music stations,1,enjoy seeing lyrics screen different amazon music stations
5,2018-07-30,White  Show,love the Echo show great in  kitchen  for recipes,1,love echo show great kitchen recipes
2,2018-07-30,White  Show,"Alexa is pretty dumb ,,,",0,alexa pretty dumb
4,2018-07-30,White  Show,Only problem is my slow internet. I really like the speaker on it. Having tons of fun with it,1,problem slow internet really like speaker tons fun
5,2018-07-30,White  Show,"Love my Echo Show. Alexa is amazing and now on the Show &#34;she&#34; can display lyrics, photos, etc. The speakers are amazing and fills the room. Bought on Prime Day so got a great deal, so worth it.",1,love echo show alexa amazing show display lyrics photos etc speakers amazing fills room bought prime day got great deal worth
5,2018-07-30,Black  Show,LOVE MY ECHO SHOW.  Everything about this device is wonderful,1,love echo show everything device wonderful
5,2018-07-30,White  Show,"Used to have fun with. Great to play music, turn on lights and who know what else.",1,used fun great play music turn lights know else
5,2018-07-30,Black  Show,"Works great , seems to be a delay bringing up ring cameras but sound and video quality are good",1,works great seems delay bringing ring cameras sound video quality good
5,2018-07-30,White  Show,Works on great i  use it with my Arlo security system,1,works great use arlo security system
5,2018-07-30,Black  Show,"this is so fun! I really enjoy using it. I have it hooked up to one of my lights so I just tell Alexa when I want that on and off. also, it connects to my Spotify so I just have Alexa resume my playlist and we pick off right where we ended. I feel like there's even more I can do with this, so I'm excited to use it more!",1,fun really enjoy using hooked one lights tell alexa want also connects spotify alexa resume playlist pick right ended feel like 's even 'm excited use
5,2018-07-30,White  Show,"Upgraded from an original Echo on Prime Day and so far I love it. I'm sure I have a long way to go to maximize its utility,  but for now I owe my marked increase in lyrical knowledge to this thing. Who knew Post Malone actually used words?!",1,upgraded original echo prime day far love 'm sure long way go maximize utility owe marked increase lyrical knowledge thing knew post malone actually used words
3,2018-07-30,Black  Show,You can't access YouTube! Why do consumer's have to pay for this argument! Why can't we just have a good product that offers what we need?,1,ca n't access youtube consumer 's pay argument ca n't good product offers need
5,2018-07-30,White  Show,Still learning about the Echo show but so far we love it. My 9 year old loves to cook and especially with his Aunt that lives out of state and now he can connect with her and they cook together.,1,still learning echo show far love year old loves cook especially aunt lives state connect cook together
5,2018-07-30,Black  Show,"I love having this on my desk. The fact that I can video with friends, listen to music with the words right there, and see my Amazon Cloud Cam feeds from one location is pretty spectacular. I got this one sale too, which was stellar. It has me thinking I need another one for the front room.",1,love desk fact video friends listen music words right see amazon cloud cam feeds one location pretty spectacular got one sale stellar thinking need another one front room
5,2018-07-30,Black  Show,Love my echo show! Great sound and picture. Does a great job thing in my entire echo collection!,1,love echo show great sound picture great job thing entire echo collection
4,2018-07-30,White  Show,Can’t change voice of Echo,1,change voice echo
5,2018-07-30,Black  Show,Does everything I could ask and more. Great product.,1,everything could ask great product
5,2018-07-30,Black  Show,I like how clear the screen is. Hi resolution,1,like clear screen hi resolution
5,2018-07-30,White  Show,It is so easy to use and is everything I hoped for,1,easy use everything hoped
5,2018-07-30,White  Show,"I love the Echo Show. I’m going off to live on campus for school in the fall and we got two of these to serve as an easy way to connect. Some people might not like the camera but that makes little sense. We carry devices with cameras all the time. The only difference here is that the item is stationary. My family and I also find the drop-in feature a comfort rather than an invasion of privacy. It’s definitely a source of relief to my parents that they can so easily pop in onme and visa versa.I’d also like to thank Amazon for including their VoiceView screen reader on the device. The Show would be a lot less blind friendly, even with Alexa present, if they hadn’t included that.We are an echo-loving household with two dots, three echos, and now two Shows. I wouldn’t be surprised if we got more in the future for ourselves or loved ones. Thanks, Amazon!",1,love echo show going live campus school fall got two serve easy way connect people might like camera makes little sense carry devices cameras time difference item stationary family also find drop feature comfort rather invasion privacy definitely source relief parents easily pop onme visa versa also like thank amazon including voiceview screen reader device show would lot less blind friendly even alexa present included echo loving household two dots three echos two shows surprised got future loved ones thanks amazon
5,2018-07-30,Black  Show,I love it it is awesome,1,love awesome
5,2018-07-30,Black  Show,Very Good to be able to listen to Every single song at any time in Amazon's vast library. We're only just beginning to know everything Echo Show has to offer. Well worth the price!! Alexa is very helpful.,1,good able listen every single song time amazon 's vast library 're beginning know everything echo show offer well worth price alexa helpful
5,2018-07-30,Black  Show,"Great sound and the screen is nice to actually see time, trivia, etc.",1,great sound screen nice actually see time trivia etc
5,2018-07-30,Black  Show,This has been perfect for being able to see my canary cameras and that’s exactly what I wanted! I have been happy with all my Alexa’s because we have several and this is a great addition.,1,perfect able see canary cameras exactly wanted happy alexa several great addition
5,2018-07-30,Black  Show,I really love this item!  So much fun!,1,really love item much fun
4,2018-07-30,Black  Show,I agree ...YouTube should be on there.,1,agree youtube
4,2018-07-30,White  Show,"We like it a lot, sound is better than the original echo, the bass feels deeper.  The screen is cool, though, havent got a lot of use out of it though.",1,like lot sound better original echo bass feels deeper screen cool though havent got lot use though
5,2018-07-30,Black  Show,Good sound! The capacity of join different apps to make work your smart home,1,good sound capacity join different apps make work smart home
4,2018-07-30,Black  Show,"Great addition to the Alexa family, just wish it could use the screen more than backgrounds. Don't get me wrong I don't regret buying it especially for the primeday sale of $100 off sale price but for now the skills for the show are lacking.",1,great addition alexa family wish could use screen backgrounds n't get wrong n't regret buying especially primeday sale sale price skills show lacking
5,2018-07-30,Black  Show,I've had previous experience with the echo Dot and this just blows all previous expectations out of the water!It's great since it can play videos and music from multiple sources and the speakers are pretty loud.,1,'ve previous experience echo dot blows previous expectations water 's great since play videos music multiple sources speakers pretty loud
5,2018-07-30,White  Show,"Love the echo show, can keep I can video chat with the kids and grandkids. I have it in the kitchen, so when I run out of something I have Alexa to add it to my grocery list. I use it for everything. Was very easy to set up",1,love echo show keep video chat kids grandkids kitchen run something alexa add grocery list use everything easy set
4,2018-07-30,Black  Show,I’m really hoping for skills that take advantage of the shows touch screen. There’s an incredible amount of untapped potential locked behind the restrictions. Make use of the best part of having the show and enable skills to navigate by touch please!,1,really hoping skills take advantage shows touch screen incredible amount untapped potential locked behind restrictions make use best part show enable skills navigate touch please
5,2018-07-30,Black  Show,Love it l. I plan on getting an echo for the kitchen.,1,love l plan getting echo kitchen
3,2018-07-30,Black  Show,It does not pick up my voice unless I yell most times.,1,pick voice unless yell times
5,2018-07-30,White  Show,great love it,1,great love
5,2018-07-30,Black  Show,Amazing!,1,amazing
1,2018-07-30,Black  Show,Fire HD does so much more.  Over priced pair of speakers.,0,fire hd much priced pair speakers
3,2018-07-30,Black  Show,"Seems to be a good product but, unable to play music in sync with my Sonos system. Sonos doesn't seem to recognize it at all.",1,seems good product unable play music sync sonos system sonos n't seem recognize
5,2018-07-30,Black  Show,Great product.  Like the apps that I can connect to it.,1,great product like apps connect
5,2018-07-30,Black  Show,I love it now able to talk to my grandson with ease and the picture quality is great,1,love able talk grandson ease picture quality great
5,2018-07-30,Black  Show,"Love it! Easy setup and I can ‘Drop in’ on my daughter and son-in-law who live in St. Louis anytime. Everyone loves to have their mother drop in, right 😎",1,love easy setup drop daughter son law live st louis anytime everyone loves mother drop right
5,2018-07-30,Black  Show,Fun,1,fun
4,2018-07-30,White  Show,I use this to control my smart home.,1,use control smart home
4,2018-07-30,Black  Show,"Show has been great. Still learning what it can do, but being able to watch videos, talk face to face with others are not features.",1,show great still learning able watch videos talk face face others features
5,2018-07-30,Black  Show,Wish I bought one for work too,1,wish bought one work
1,2018-07-30,Black  Show,"Very intrusive, so I turn it off",0,intrusive turn
5,2018-07-30,White  Show,Love the echo show,1,love echo show
4,2018-07-30,Black  Show,Works well. Not thrilled that most of the apps have to be paid for seprately.,1,works well thrilled apps paid seprately
4,2018-07-30,Black  Show,Video calls to Mom,1,video calls mom
5,2018-07-30,White  Show,"Love being able to see, as well as hear things.  Sound is better, too!",1,love able see well hear things sound better
5,2018-07-30,Black  Show,I love it,1,love
5,2018-07-30,Black  Show,Just like any other echo. Doesn’t disappoint,1,like echo disappoint
4,2018-07-30,Black  Show,"Nice picture good sound but the mics are not as sensitive as a dot, my dots can hear me from across the house the Show does not, that being said I LOVE the show!!I can watch TV and movies while in tg ed kitchen, have the News playing or Music....love....it !!",1,nice picture good sound mics sensitive dot dots hear across house show said love show watch tv movies tg ed kitchen news playing music love
4,2018-07-30,White  Show,"I basically use it to play music  and tell me the news..its sometimes hard to communicate with it, if i dont say the command correctly, but i realize its learning my style of speaking and will do some commands even though i dont say them exactly as i should.",1,basically use play music tell news sometimes hard communicate dont say command correctly realize learning style speaking commands even though dont say exactly
5,2018-07-30,White  Show,Upgraded from echo to echo show.,1,upgraded echo echo show
5,2018-07-30,Black  Show,"I love the Echo Show!! I have the dot and have been using that for the last 6 months,  but the Show is so much better.  The sound quality is amazing and the screen resolution is like watching a mini 4K tv.  I love being able to see my timers, events and list instead of having them read to me.  I purchased this on prime day, and it is worth every penny.  When the dot was given to me, I thought ""this is a cute novelty,  but I'll probably never use it"". Was I wrong!!  Echo is part of my daily routine,  and has made my life so much easier.",1,love echo show dot using last months show much better sound quality amazing screen resolution like watching mini k tv love able see timers events list instead read purchased prime day worth every penny dot given thought cute novelty 'll probably never use wrong echo part daily routine made life much easier
5,2018-07-30,Black  Show,"So far I’m very pleased with my Echo Show.  The problem is, there’s so much it can do that I haven’t been able to explore the extent of its abilities! I got the special price as part of the Prime Day promotion...and you just can’t beat what you get for the price.  Very pleased with the sound. The video screen is sharp. Sometimes it takes a few tries to get Alexa to perform a command...but as I get to know the system better, I’m hoping that will improve.  One drawback in the music...I’ve noticed a lot of the songs from years past, are re-recordings by the original artist...but not the original recording itself.  Example: Secret Agent Man by Johnny Rivers...a “live”version is used, not the original version.  If I’m going to pay for Prime Music...I’d like to hear the original version of songs...not later recordings.  Or at least give me a choice of what I want to hear.  Otherwise, I am very pleased with my Echo Show.  So pleased in fact, that I bought a second one!",1,far pleased echo show problem much able explore extent abilities got special price part prime day promotion beat get price pleased sound video screen sharp sometimes takes tries get alexa perform command get know system better hoping improve one drawback music noticed lot songs years past recordings original artist original recording example secret agent man johnny rivers live version used original version going pay prime music like hear original version songs later recordings least give choice want hear otherwise pleased echo show pleased fact bought second one
5,2018-07-30,Black  Show,"I like everything, about this ! Im still learning how to use it!",1,like everything im still learning use
2,2018-07-29,Black  Show,"It's like having another kid in the house; I have to constantly repeat myself.I can tell Alexa to do something clear as day, and according to the history, she hears something comeletely different.The device is really cool, and I like the concept, which is why it gets two stars. However, it just doesn't work as intended.I find myself irritated more often than not when I use this device.",0,'s like another kid house constantly repeat tell alexa something clear day according history hears something comeletely different device really cool like concept gets two stars however n't work intended find irritated often use device
5,2018-07-29,White  Show,Really easy to use,1,really easy use
5,2018-07-29,White  Show,It's great sound and video quality,1,'s great sound video quality
1,2018-07-29,Black  Show,The way the music sounds is poor quality,0,way music sounds poor quality
4,2018-07-29,Black  Show,"It does everything the Echo does, and more. Although I haven't and probably won't use the video functions. I had hoped that the display would be allow for more customization. It does not and is very limited. I would like the clock and weather to display in large text all of the time, it only displays in very small text. It also always has a line that says &#34;Tell Alexa to do this, or that&#34;, tips at the bottom of the screen. I would like to see that go away, but it won't. Sound quality is good, not as good as the big Echo, but good enough. I bought it on sale and think I got value for what I paid. I would have been disappointment had I of paid full price.",1,everything echo although n't probably wo n't use video functions hoped display would allow customization limited would like clock weather display large text time displays small text also always line says tell alexa tips bottom screen would like see go away wo n't sound quality good good big echo good enough bought sale think got value paid would disappointment paid full price
5,2018-07-29,Black  Show,Love my echo show!,1,love echo show
4,2018-07-29,Black  Show,I enjoy this thing. Its learning,1,enjoy thing learning
5,2018-07-29,Black  Show,Am very happy now that i can see.,1,happy see
2,2018-07-29,Black  Show,All of my echo devices stopped communicating properly with Sonos devices upon connecting the echo show to my account. Asking any echo device to play music on Sonos baffled the system that had previously worked flawlessly. This went on for two weeks until I eventually solved the problem that neither Amazon nor Sonos could figure out.,0,echo devices stopped communicating properly sonos devices upon connecting echo show account asking echo device play music sonos baffled system previously worked flawlessly went two weeks eventually solved problem neither amazon sonos could figure
5,2018-07-29,White  Show,"So far, I like it.  It is better than I expecting it.",1,far like better expecting
